"dataset_origin" "subject" "activity" "measure" "mean"
"TRAIN" "1" "LAYING" "body_gyroscope_jerk_mean_time-x" 0.135796284792
"TRAIN" "1" "LAYING" "body_gyroscope_jerk_mean_time-y" 0.04916232077
"TRAIN" "1" "LAYING" "body_gyroscope_jerk_mean_time-z" 0.0783012883
"TRAIN" "1" "LAYING" "body_gyroscope_jerk_standard_deviation_time-x" 0.9186085208
"TRAIN" "1" "LAYING" "body_gyroscope_jerk_standard_deviation_time-y" 0.9679072436
"TRAIN" "1" "LAYING" "body_gyroscope_jerk_standard_deviation_time-z" 0.9577901596
"TRAIN" "1" "LAYING" "body_gyroscope_magnitude_mean_time" 0.874759548
"TRAIN" "1" "LAYING" "body_gyroscope_magnitude_standard_deviation_time" 0.84082445024
"TRAIN" "1" "LAYING" "body_gyroscope_mean_frequency-x" 0.858489906174
"TRAIN" "1" "LAYING" "body_gyroscope_mean_frequency-y" 0.9521914948
"TRAIN" "1" "LAYING" "body_gyroscope_mean_frequency-z" 0.909302721
"TRAIN" "1" "LAYING" "body_gyroscope_mean_time-x" 0.055175528082
"TRAIN" "1" "LAYING" "body_gyroscope_mean_time-y" 0.079959837192
"TRAIN" "1" "LAYING" "body_gyroscope_mean_time-z" 0.1547182269
"TRAIN" "1" "LAYING" "body_gyroscope_standard_deviation_frequency-x" 0.8822964508
"TRAIN" "1" "LAYING" "body_gyroscope_standard_deviation_frequency-y" 0.9512320494
"TRAIN" "1" "LAYING" "body_gyroscope_standard_deviation_frequency-z" 0.9165825082
"TRAIN" "1" "LAYING" "body_gyroscope_standard_deviation_time-x" 0.87354386782
"TRAIN" "1" "LAYING" "body_gyroscope_standard_deviation_time-y" 0.9510904402
"TRAIN" "1" "LAYING" "body_gyroscope_standard_deviation_time-z" 0.9082846626
"TRAIN" "1" "LAYING" "gravity_acceleration_magnitude_mean_time" 0.8537227109
"TRAIN" "1" "LAYING" "gravity_acceleration_magnitude_standard_deviation_time" 0.81091300682
"TRAIN" "1" "LAYING" "gravity_acceleration_mean_time-x" 0.25067155384
"TRAIN" "1" "LAYING" "gravity_acceleration_mean_time-y" 0.71547163854
"TRAIN" "1" "LAYING" "gravity_acceleration_mean_time-z" 0.546044045
"TRAIN" "1" "LAYING" "gravity_acceleration_standard_deviation_time-x" 0.8968300184
"TRAIN" "1" "LAYING" "gravity_acceleration_standard_deviation_time-y" 0.91597706764
"TRAIN" "1" "LAYING" "gravity_acceleration_standard_deviation_time-z" 0.87234777698
"TRAIN" "1" "SITTING" "body_acceleration_average_frequency-x" 0.166115394765957
"TRAIN" "1" "SITTING" "body_acceleration_average_frequency-y" 0.194867768595745
"TRAIN" "1" "SITTING" "body_acceleration_average_frequency-z" 0.366150666744681
"TRAIN" "1" "SITTING" "body_acceleration_jerk_average_frequency-x" 0.272156287538298
"TRAIN" "1" "SITTING" "body_acceleration_jerk_average_frequency-y" 0.2307959163
"TRAIN" "1" "SITTING" "body_acceleration_jerk_average_frequency-z" 0.234109527
"TRAIN" "1" "SITTING" "body_acceleration_jerk_magnitude_mean_time" 0.987364195531915
"TRAIN" "1" "SITTING" "body_acceleration_jerk_magnitude_standard_deviation_time" 0.984120024042553
"TRAIN" "1" "SITTING" "body_acceleration_jerk_mean_frequency-x" 0.986597022553191
"TRAIN" "1" "SITTING" "body_acceleration_jerk_mean_frequency-y" 0.981579467021277
"TRAIN" "1" "SITTING" "body_acceleration_jerk_mean_frequency-z" 0.986053092340425
"TRAIN" "1" "SITTING" "body_acceleration_jerk_mean_time-x" 0.0780608740851064
"TRAIN" "1" "SITTING" "body_acceleration_jerk_mean_time-y" 0.0350096773
"TRAIN" "1" "SITTING" "body_acceleration_jerk_mean_time-z" 0.0290787801046809
"TRAIN" "1" "SITTING" "body_acceleration_jerk_standard_deviation_frequency-x" 0.987492994468085
"TRAIN" "1" "SITTING" "body_acceleration_jerk_standard_deviation_frequency-y" 0.982513909574468
"TRAIN" "1" "SITTING" "body_acceleration_jerk_standard_deviation_frequency-z" 0.988339184893617
"TRAIN" "1" "SITTING" "body_acceleration_jerk_standard_deviation_time-x" 0.986430711276596
"TRAIN" "1" "SITTING" "body_acceleration_jerk_standard_deviation_time-y" 0.981371965319149
"TRAIN" "1" "SITTING" "body_acceleration_jerk_standard_deviation_time-z" 0.987910804468085
"TRAIN" "1" "SITTING" "body_acceleration_magnitude_average_frequency" 0.367447202361702
"TRAIN" "1" "SITTING" "body_acceleration_magnitude_mean_frequency" 0.947782922553192
"TRAIN" "1" "SITTING" "body_acceleration_magnitude_mean_time" 0.948536786170213
"TRAIN" "1" "SITTING" "body_acceleration_magnitude_standard_deviation_frequency" 0.928444801702128
"TRAIN" "1" "SITTING" "body_acceleration_magnitude_standard_deviation_time" 0.927078418723404
"TRAIN" "1" "SITTING" "body_acceleration_mean_frequency-x" 0.979641238723404
"TRAIN" "1" "SITTING" "body_acceleration_mean_frequency-y" 0.944084550425532
"TRAIN" "1" "SITTING" "body_acceleration_mean_frequency-z" 0.959184889148936
"TRAIN" "1" "SITTING" "body_acceleration_mean_time-x" 0.263012089085106
"TRAIN" "1" "SITTING" "body_acceleration_mean_time-y" 0.0261664287155319
"TRAIN" "1" "SITTING" "body_acceleration_mean_time-z" 0.10899371587234
"TRAIN" "1" "SITTING" "body_acceleration_standard_deviation_frequency-x" 0.976412313191489
"TRAIN" "1" "SITTING" "body_acceleration_standard_deviation_frequency-y" 0.917275006382979
"TRAIN" "1" "SITTING" "body_acceleration_standard_deviation_frequency-z" 0.934469558085106
"TRAIN" "1" "SITTING" "body_acceleration_standard_deviation_time-x" 0.977229008297872
"TRAIN" "1" "SITTING" "body_acceleration_standard_deviation_time-y" 0.922618641914894
"TRAIN" "1" "SITTING" "body_acceleration_standard_deviation_time-z" 0.93958629106383
"TRAIN" "1" "SITTING" "body_body_acceleration_jerk_magnitude_average_frequency" 0.380736485361702
"TRAIN" "1" "SITTING" "body_body_acceleration_jerk_magnitude_mean_frequency" 0.985262126808511
"TRAIN" "1" "SITTING" "body_body_acceleration_jerk_magnitude_standard_deviation_frequency" 0.981606177446808
"TRAIN" "1" "SITTING" "body_body_gyroscope_jerk_magnitude_average_frequency" 0.27084877506383
"TRAIN" "1" "SITTING" "body_body_gyroscope_jerk_magnitude_mean_frequency" 0.989797547234043
"TRAIN" "1" "SITTING" "body_body_gyroscope_jerk_magnitude_standard_deviation_frequency" 0.987049617234043
"TRAIN" "1" "SITTING" "body_body_gyroscope_magnitude_average_frequency" 0.260834305142553
"TRAIN" "1" "SITTING" "body_body_gyroscope_magnitude_mean_frequency" 0.958435589361702
"TRAIN" "1" "SITTING" "body_body_gyroscope_magnitude_standard_deviation_frequency" 0.932198374893617
"TRAIN" "1" "SITTING" "body_gyroscope_average_frequency-x" 0.263635028686383
"TRAIN" "1" "SITTING" "body_gyroscope_average_frequency-y" 0.22212107387234
"TRAIN" "1" "SITTING" "body_gyroscope_average_frequency-z" 0.173281266148936
"TRAIN" "1" "SITTING" "body_gyroscope_jerk_magnitude_mean_time" 0.991976341276596
"TRAIN" "1" "SITTING" "body_gyroscope_jerk_magnitude_standard_deviation_time" 0.988308728510638
"TRAIN" "1" "SITTING" "body_gyroscope_jerk_mean_time-x" 0.0936793807234043
"TRAIN" "1" "SITTING" "body_gyroscope_jerk_mean_time-y" 0.0402118124255319
"TRAIN" "1" "SITTING" "body_gyroscope_jerk_mean_time-z" 0.0561425825744681
"TRAIN" "1" "SITTING" "body_gyroscope_jerk_standard_deviation_time-x" 0.99173159212766
"TRAIN" "1" "SITTING" "body_gyroscope_jerk_standard_deviation_time-y" 0.989518068510638
"TRAIN" "1" "SITTING" "body_gyroscope_jerk_standard_deviation_time-z" 0.987935806382979
"TRAIN" "1" "SITTING" "body_gyroscope_magnitude_mean_time" 0.93089249
"TRAIN" "1" "SITTING" "body_gyroscope_magnitude_standard_deviation_time" 0.934531840425532
"TRAIN" "1" "SITTING" "body_gyroscope_mean_frequency-x" 0.976161464042553
"TRAIN" "1" "SITTING" "body_gyroscope_mean_frequency-y" 0.975838585319149
"TRAIN" "1" "SITTING" "body_gyroscope_mean_frequency-z" 0.951315544468085
"TRAIN" "1" "SITTING" "body_gyroscope_mean_time-x" 0.045350056512766
"TRAIN" "1" "SITTING" "body_gyroscope_mean_time-y" 0.0936484589787234
"TRAIN" "1" "SITTING" "body_gyroscope_mean_time-z" 0.146593941361702
"TRAIN" "1" "SITTING" "body_gyroscope_standard_deviation_frequency-x" 0.977904227021277
"TRAIN" "1" "SITTING" "body_gyroscope_standard_deviation_frequency-y" 0.962345042553192
"TRAIN" "1" "SITTING" "body_gyroscope_standard_deviation_frequency-z" 0.94391784106383
"TRAIN" "1" "SITTING" "body_gyroscope_standard_deviation_time-x" 0.977211283191489
"TRAIN" "1" "SITTING" "body_gyroscope_standard_deviation_time-y" 0.966473895319149
"TRAIN" "1" "SITTING" "body_gyroscope_standard_deviation_time-z" 0.941425920851064
"TRAIN" "1" "SITTING" "gravity_acceleration_magnitude_mean_time" 0.948536786170213
"TRAIN" "1" "SITTING" "gravity_acceleration_magnitude_standard_deviation_time" 0.927078418723404
"TRAIN" "1" "SITTING" "gravity_acceleration_mean_time-x" 0.831509933404255
"TRAIN" "1" "SITTING" "gravity_acceleration_mean_time-y" 0.204411592680851
"TRAIN" "1" "SITTING" "gravity_acceleration_mean_time-z" 0.332043702765957
"TRAIN" "1" "SITTING" "gravity_acceleration_standard_deviation_time-x" 0.968457145744681
"TRAIN" "1" "SITTING" "gravity_acceleration_standard_deviation_time-y" 0.935517055957447
"TRAIN" "1" "SITTING" "gravity_acceleration_standard_deviation_time-z" 0.949040933191489
"TRAIN" "1" "STANDING" "body_acceleration_average_frequency-x" 0.14437716779566
"TRAIN" "1" "STANDING" "body_acceleration_average_frequency-y" 0.18704179124717
"TRAIN" "1" "STANDING" "body_acceleration_average_frequency-z" 0.323016766811321
"TRAIN" "1" "STANDING" "body_acceleration_jerk_average_frequency-x" 0.314182940150943
"TRAIN" "1" "STANDING" "body_acceleration_jerk_average_frequency-y" 0.1286525556
"TRAIN" "1" "STANDING" "body_acceleration_jerk_average_frequency-z" 0.191909187103774
"TRAIN" "1" "STANDING" "body_acceleration_jerk_magnitude_mean_time" 0.992367790566038
"TRAIN" "1" "STANDING" "body_acceleration_jerk_magnitude_standard_deviation_time" 0.993096209433962
"TRAIN" "1" "STANDING" "body_acceleration_jerk_mean_frequency-x" 0.994630797358491
"TRAIN" "1" "STANDING" "body_acceleration_jerk_mean_frequency-y" 0.985418704528302
"TRAIN" "1" "STANDING" "body_acceleration_jerk_mean_frequency-z" 0.990752166037736
"TRAIN" "1" "STANDING" "body_acceleration_jerk_mean_time-x" 0.0753766542264151
"TRAIN" "1" "STANDING" "body_acceleration_jerk_mean_time-y" 0.0150100816641509
"TRAIN" "1" "STANDING" "body_acceleration_jerk_mean_time-z" 0.0116322351927547
"TRAIN" "1" "STANDING" "body_acceleration_jerk_standard_deviation_frequency-x" 0.995073759245283
"TRAIN" "1" "STANDING" "body_acceleration_jerk_standard_deviation_frequency-y" 0.987018226792453
"TRAIN" "1" "STANDING" "body_acceleration_jerk_standard_deviation_frequency-z" 0.992349818113208
"TRAIN" "1" "STANDING" "body_acceleration_jerk_standard_deviation_time-x" 0.994604542264151
"TRAIN" "1" "STANDING" "body_acceleration_jerk_standard_deviation_time-y" 0.98564873245283
"TRAIN" "1" "STANDING" "body_acceleration_jerk_standard_deviation_time-z" 0.992251177358491
"TRAIN" "1" "STANDING" "body_acceleration_magnitude_average_frequency" 0.341459427301887
"TRAIN" "1" "STANDING" "body_acceleration_magnitude_mean_frequency" 0.985356361132075
"TRAIN" "1" "STANDING" "body_acceleration_magnitude_mean_time" 0.984278207358491
"TRAIN" "1" "STANDING" "body_acceleration_magnitude_standard_deviation_frequency" 0.982313804716981
"TRAIN" "1" "STANDING" "body_acceleration_magnitude_standard_deviation_time" 0.981942928867925
"TRAIN" "1" "STANDING" "body_acceleration_mean_frequency-x" 0.995249932641509
"TRAIN" "1" "STANDING" "body_acceleration_mean_frequency-y" 0.977070847735849
"TRAIN" "1" "STANDING" "body_acceleration_mean_frequency-z" 0.985297098679245
"TRAIN" "1" "STANDING" "body_acceleration_mean_time-x" 0.278917629056604
"TRAIN" "1" "STANDING" "body_acceleration_mean_time-y" 0.0184515301792453
"TRAIN" "1" "STANDING" "body_acceleration_mean_time-z" 0.110601817735849
"TRAIN" "1" "STANDING" "body_acceleration_standard_deviation_frequency-x" 0.99602834509434
"TRAIN" "1" "STANDING" "body_acceleration_standard_deviation_frequency-y" 0.972293102075472
"TRAIN" "1" "STANDING" "body_acceleration_standard_deviation_frequency-z" 0.977937259622642
"TRAIN" "1" "STANDING" "body_acceleration_standard_deviation_time-x" 0.995759901509434
"TRAIN" "1" "STANDING" "body_acceleration_standard_deviation_time-y" 0.973190056415094
"TRAIN" "1" "STANDING" "body_acceleration_standard_deviation_time-z" 0.979775876981132
"TRAIN" "1" "STANDING" "body_body_acceleration_jerk_magnitude_average_frequency" 0.422220102264151
"TRAIN" "1" "STANDING" "body_body_acceleration_jerk_magnitude_mean_frequency" 0.99254247754717
"TRAIN" "1" "STANDING" "body_body_acceleration_jerk_magnitude_standard_deviation_frequency" 0.992536003396226
"TRAIN" "1" "STANDING" "body_body_gyroscope_jerk_magnitude_average_frequency" 0.370332541132075
"TRAIN" "1" "STANDING" "body_body_gyroscope_jerk_magnitude_mean_frequency" 0.994815376981132
"TRAIN" "1" "STANDING" "body_body_gyroscope_jerk_magnitude_standard_deviation_frequency" 0.994671123207547
"TRAIN" "1" "STANDING" "body_body_gyroscope_magnitude_average_frequency" 0.191196559891321
"TRAIN" "1" "STANDING" "body_body_gyroscope_magnitude_mean_frequency" 0.984617623396226
"TRAIN" "1" "STANDING" "body_body_gyroscope_magnitude_standard_deviation_frequency" 0.978466072075472
"TRAIN" "1" "STANDING" "body_gyroscope_average_frequency-x" 0.189160782792453
"TRAIN" "1" "STANDING" "body_gyroscope_average_frequency-y" 0.16791830535283
"TRAIN" "1" "STANDING" "body_gyroscope_average_frequency-z" 0.184402388233962
"TRAIN" "1" "STANDING" "body_gyroscope_jerk_magnitude_mean_time" 0.994966790566038
"TRAIN" "1" "STANDING" "body_gyroscope_jerk_magnitude_standard_deviation_time" 0.994733238679245
"TRAIN" "1" "STANDING" "body_gyroscope_jerk_mean_time-x" 0.0996092129056604
"TRAIN" "1" "STANDING" "body_gyroscope_jerk_mean_time-y" 0.0440627877924528
"TRAIN" "1" "STANDING" "body_gyroscope_jerk_mean_time-z" 0.0494230974679245
"TRAIN" "1" "STANDING" "body_gyroscope_jerk_standard_deviation_time-x" 0.992945106981132
"TRAIN" "1" "STANDING" "body_gyroscope_jerk_standard_deviation_time-y" 0.995137917358491
"TRAIN" "1" "STANDING" "body_gyroscope_jerk_standard_deviation_time-z" 0.992108467169811
"TRAIN" "1" "STANDING" "body_gyroscope_magnitude_mean_time" 0.976493792830189
"TRAIN" "1" "STANDING" "body_gyroscope_magnitude_standard_deviation_time" 0.978690028679245
"TRAIN" "1" "STANDING" "body_gyroscope_mean_frequency-x" 0.986386786037736
"TRAIN" "1" "STANDING" "body_gyroscope_mean_frequency-y" 0.988984455849057
"TRAIN" "1" "STANDING" "body_gyroscope_mean_frequency-z" 0.980773122830189
"TRAIN" "1" "STANDING" "body_gyroscope_mean_time-x" 0.0247630105979245
"TRAIN" "1" "STANDING" "body_gyroscope_mean_time-y" 0.0758744749811321
"TRAIN" "1" "STANDING" "body_gyroscope_mean_time-z" 0.0908070004339623
"TRAIN" "1" "STANDING" "body_gyroscope_standard_deviation_frequency-x" 0.987497128679245
"TRAIN" "1" "STANDING" "body_gyroscope_standard_deviation_frequency-y" 0.987107727735849
"TRAIN" "1" "STANDING" "body_gyroscope_standard_deviation_frequency-z" 0.98234533
"TRAIN" "1" "STANDING" "body_gyroscope_standard_deviation_time-x" 0.987191946603774
"TRAIN" "1" "STANDING" "body_gyroscope_standard_deviation_time-y" 0.98773444
"TRAIN" "1" "STANDING" "body_gyroscope_standard_deviation_time-z" 0.980645626981132
"TRAIN" "1" "STANDING" "gravity_acceleration_magnitude_mean_time" 0.984278207358491
"TRAIN" "1" "STANDING" "gravity_acceleration_magnitude_standard_deviation_time" 0.981942928867925
"TRAIN" "1" "STANDING" "gravity_acceleration_mean_time-x" 0.942952000377358
"TRAIN" "1" "STANDING" "gravity_acceleration_mean_time-y" 0.272983832264151
"TRAIN" "1" "STANDING" "gravity_acceleration_mean_time-z" 0.0377316776509434
"TRAIN" "1" "STANDING" "gravity_acceleration_standard_deviation_time-x" 0.99376298509434
"TRAIN" "1" "STANDING" "gravity_acceleration_standard_deviation_time-y" 0.981225957924528
"TRAIN" "1" "STANDING" "gravity_acceleration_standard_deviation_time-z" 0.976324063584906
"TRAIN" "1" "WALKING" "body_acceleration_average_frequency-x" 0.213468346368421
"TRAIN" "1" "WALKING" "body_acceleration_average_frequency-y" 0.130133790549474
"TRAIN" "1" "WALKING" "body_acceleration_average_frequency-z" 0.127051237200421
"TRAIN" "1" "WALKING" "body_acceleration_jerk_average_frequency-x" 0.213346913648421
"TRAIN" "1" "WALKING" "body_acceleration_jerk_average_frequency-y" 0.386237143210526
"TRAIN" "1" "WALKING" "body_acceleration_jerk_average_frequency-z" 0.207027905808421
"TRAIN" "1" "WALKING" "body_acceleration_jerk_magnitude_mean_time" 0.143450401831579
"TRAIN" "1" "WALKING" "body_acceleration_jerk_magnitude_standard_deviation_time" 0.115369567662526
"TRAIN" "1" "WALKING" "body_acceleration_jerk_mean_frequency-x" 0.172875187404316
"TRAIN" "1" "WALKING" "body_acceleration_jerk_mean_frequency-y" 0.0907461347614842
"TRAIN" "1" "WALKING" "body_acceleration_jerk_mean_frequency-z" 0.468999224631579
"TRAIN" "1" "WALKING" "body_acceleration_jerk_mean_time-x" 0.198111608263158
"TRAIN" "1" "WALKING" "body_acceleration_jerk_mean_time-y" 0.233148536325263
"TRAIN" "1" "WALKING" "body_acceleration_jerk_mean_time-z" 0.188193101552632
"TRAIN" "1" "WALKING" "body_acceleration_jerk_standard_deviation_frequency-x" 0.148359902915789
"TRAIN" "1" "WALKING" "body_acceleration_jerk_standard_deviation_frequency-y" 0.122694457685053
"TRAIN" "1" "WALKING" "body_acceleration_jerk_standard_deviation_frequency-z" 0.534713440421053
"TRAIN" "1" "WALKING" "body_acceleration_jerk_standard_deviation_time-x" 0.127247026027368
"TRAIN" "1" "WALKING" "body_acceleration_jerk_standard_deviation_time-y" 0.0974877855789474
"TRAIN" "1" "WALKING" "body_acceleration_jerk_standard_deviation_time-z" 0.502699788526316
"TRAIN" "1" "WALKING" "body_acceleration_magnitude_average_frequency" 0.1906437244
"TRAIN" "1" "WALKING" "body_acceleration_magnitude_mean_frequency" 0.132229660882105
"TRAIN" "1" "WALKING" "body_acceleration_magnitude_mean_time" 0.136971176556842
"TRAIN" "1" "WALKING" "body_acceleration_magnitude_standard_deviation_frequency" 0.398032586842105
"TRAIN" "1" "WALKING" "body_acceleration_magnitude_standard_deviation_time" 0.219688645631579
"TRAIN" "1" "WALKING" "body_acceleration_mean_frequency-x" 0.202794306326316
"TRAIN" "1" "WALKING" "body_acceleration_mean_frequency-y" 0.109903243522105
"TRAIN" "1" "WALKING" "body_acceleration_mean_frequency-z" 0.331560117789474
"TRAIN" "1" "WALKING" "body_acceleration_mean_time-x" 0.277330758736842
"TRAIN" "1" "WALKING" "body_acceleration_mean_time-y" 0.0208879308496842
"TRAIN" "1" "WALKING" "body_acceleration_mean_time-z" 0.111148103547368
"TRAIN" "1" "WALKING" "body_acceleration_standard_deviation_frequency-x" 0.319134719578947
"TRAIN" "1" "WALKING" "body_acceleration_standard_deviation_frequency-y" 0.0845837026043158
"TRAIN" "1" "WALKING" "body_acceleration_standard_deviation_frequency-z" 0.279686751494737
"TRAIN" "1" "WALKING" "body_acceleration_standard_deviation_time-x" 0.283740258842105
"TRAIN" "1" "WALKING" "body_acceleration_standard_deviation_time-y" 0.121667407018947
"TRAIN" "1" "WALKING" "body_acceleration_standard_deviation_time-z" 0.260027902210526
"TRAIN" "1" "WALKING" "body_body_acceleration_jerk_magnitude_average_frequency" 0.130043875337263
"TRAIN" "1" "WALKING" "body_body_acceleration_jerk_magnitude_mean_frequency" 0.109156620785895
"TRAIN" "1" "WALKING" "body_body_acceleration_jerk_magnitude_standard_deviation_frequency" 0.133282637324211
"TRAIN" "1" "WALKING" "body_body_gyroscope_jerk_magnitude_average_frequency" 0.196957511172632
"TRAIN" "1" "WALKING" "body_body_gyroscope_jerk_magnitude_mean_frequency" 0.319308593778947
"TRAIN" "1" "WALKING" "body_body_gyroscope_jerk_magnitude_standard_deviation_frequency" 0.381601911789474
"TRAIN" "1" "WALKING" "body_body_gyroscope_magnitude_average_frequency" 0.269674113463579
"TRAIN" "1" "WALKING" "body_body_gyroscope_magnitude_mean_frequency" 0.200237811049474
"TRAIN" "1" "WALKING" "body_body_gyroscope_magnitude_standard_deviation_frequency" 0.321017953894737
"TRAIN" "1" "WALKING" "body_gyroscope_average_frequency-x" 0.105133850937895
"TRAIN" "1" "WALKING" "body_gyroscope_average_frequency-y" 0.105630008961053
"TRAIN" "1" "WALKING" "body_gyroscope_average_frequency-z" 0.0935852307156842
"TRAIN" "1" "WALKING" "body_gyroscope_jerk_magnitude_mean_time" 0.298703679084211
"TRAIN" "1" "WALKING" "body_gyroscope_jerk_magnitude_standard_deviation_time" 0.325324878894737
"TRAIN" "1" "WALKING" "body_gyroscope_jerk_mean_time-x" 0.146175274071579
"TRAIN" "1" "WALKING" "body_gyroscope_jerk_mean_time-y" 0.211229138617895
"TRAIN" "1" "WALKING" "body_gyroscope_jerk_mean_time-z" 0.144717598704211
"TRAIN" "1" "WALKING" "body_gyroscope_jerk_standard_deviation_time-x" 0.207421854757895
"TRAIN" "1" "WALKING" "body_gyroscope_jerk_standard_deviation_time-y" 0.304468510631579
"TRAIN" "1" "WALKING" "body_gyroscope_jerk_standard_deviation_time-z" 0.404255452631579
"TRAIN" "1" "WALKING" "body_gyroscope_magnitude_mean_time" 0.163807210031579
"TRAIN" "1" "WALKING" "body_gyroscope_magnitude_standard_deviation_time" 0.186978364526316
"TRAIN" "1" "WALKING" "body_gyroscope_mean_frequency-x" 0.339032197115789
"TRAIN" "1" "WALKING" "body_gyroscope_mean_frequency-y" 0.118345737405263
"TRAIN" "1" "WALKING" "body_gyroscope_mean_frequency-z" 0.255940940315789
"TRAIN" "1" "WALKING" "body_gyroscope_mean_time-x" 0.070017571114
"TRAIN" "1" "WALKING" "body_gyroscope_mean_time-y" 0.115592450495789
"TRAIN" "1" "WALKING" "body_gyroscope_mean_time-z" 0.0906105107147368
"TRAIN" "1" "WALKING" "body_gyroscope_standard_deviation_frequency-x" 0.516691938736842
"TRAIN" "1" "WALKING" "body_gyroscope_standard_deviation_frequency-y" 0.0667819839294737
"TRAIN" "1" "WALKING" "body_gyroscope_standard_deviation_frequency-z" 0.436562227473684
"TRAIN" "1" "WALKING" "body_gyroscope_standard_deviation_time-x" 0.473535485894737
